And please don’t tell Jakub I’ve talked to you,"And please, don’t tell Jakub I’ve talked to you",
He only cares for the animals and he has a horrible temper,He only cares for the animals and he has a horrible temper,
The Farmer's Wife,The Farmer's Wife,
The woman looks tired and sad as she wanders around the farmhouse aimlessly,The woman looks tired and sad as she wanders around the farmhouse aimlessly,
My poor boy,My poor boy,
she mutters under her breath,she mutters under her breath,
What's wrong with your boy?,What's wrong with your boy?,
Poor Aiden’s stuck outside in the rain and fog,Poor Aiden’s stuck outside in the rain and fog,
Jakub won’t let him come home,Jakub won’t let him come home,
Not as long as,Not as long as,
As long as?,As long as?,
#Chapter1GenericRefugee,#Chapter1GenericRefugee,
A soldier dressed in the ragged remains of what you assume is the livery of Horryn,A soldier dressed in the ragged remains of what you assume is the livery of Horryn,
"He looks hungry, shaken and on edge","He looks hungry, shaken and on edge",
Talk to the chamberlain over in the barn if you want something - Just leave me alone!,Talk to the chamberlain over in the barn if you want something - Just leave me alone!,
#Chapter1GoatTracks,#Chapter1GoatTracks,
"Trekking a few hours into the mountainous highlands of Idra’s north-western region, you find yourself standing at the mouth of a narrow valley nestled between tall mountains","Trekking a few hours into the mountainous highlands of Idra’s northwestern region, you find yourself standing at the mouth of a narrow valley nestled between tall mountains",
The tracks do not lie,Tracks can't hide the truth,
There are goats nearby,There are goats nearby,
You fail to make out any additional details about the prints,You fail to make out any additional details about the prints,
"Looking closer, you can clearly make out a set of human footprints as well","Looking closer, you can clearly make out a set of human footprints as well",
It seems clear that these animals were herded out of the enclosure,It seems clear that these animals were herded out of the enclosure,
Dozens of cloven hooves have churned a path trought the mud heading north into the foothills behind the camp,Dozens of cloven hooves have churned a path through the mud heading north into the foothills behind the camp,
Follow directions to the hidden glen,Follow directions to the hidden glen,
Try to follow the tracks,Try to follow the tracks,
Examine the tracks more closely,Examine the tracks more closely,
"Trecking throught the rugged foothills, you follow the tracks until they pass over a portion of bare rock","Trekking through the rugged foothills, you follow the tracks until they pass over a portion of bare rock",
You lose the trail and after a brief period of searching you decide to give up and return to camp,You lose the trail and after a brief period of searching you decide to give up and return to camp,
You must discover the destination of these tracks some other way,You must discover the destination of these tracks some other way,
"The flock seems to have been driven out of camp, towards the north-west","The flock seems to have been driven out of camp, towards the north-west",
"Across rocky grounds and soggy marshes, you manage to stay on the trail","Across rocky grounds and soggy marshes, you manage to stay on the trail",
#Chapter1GraveDigger,#Chapter1GraveDigger,
With trembling hands you cut into the pallid flesh and expose the entrails of the corpse,With trembling hands you cut into the pallid flesh and expose the entrails of the corpse,
Driina leans in over your shoulder,Driina leans in over your shoulder,
Those entrails don't look,Those entrails don't look,
"Her words are cut short as the 'entrails' whip out of the wound in a mass of squirming, eyeless worms!","Her words are cut short as the 'entrails' whip out of the wound in a mass of squirming, eyeless worms!",
"Panicked, you frantically scuttle away from the tiny snapping orifices when Roland charges past you with the shovel raised","Panicked, you frantically scuttle away from the tiny snapping orifices when Roland charges past you with the shovel raised",
"Panicked, you frantically scuttle away from the tiny snapping orifices till your hand instinctivly finds the shaft of the shovel!","Panicked, you frantically scuttle away from the tiny snapping orifices till your hand instinctively finds the shaft of the shovel!",
"Just as you are about to abandon your grizzley task, when the 'entrails' whip out of the wound in a mass of squirming, eyeless worms!","Just as you are about to abandon your grisly task, when the 'entrails' whip out of the wound in a mass of squirming, eyeless worms!",
"The shovel makes short work of the tiny terrors, until both corpse and monster is reduced to a pulpy mass","The shovel makes short work of the tiny terrors, until both corpse and monster is reduced to a pulpy mass",
"Ashen-faced from horror, you push the broken corpses into their graves and quickly begin piling dirt onto them","Ashen-faced from horror, you push the broken corpses into their graves and quickly begin piling dirt onto them",
"As you work, Driina begins chanting","As you work, Driina begins chanting",
Finish the work,Finish the work,
I'd rather have you lend a hand Driina,"I'd rather have you lend a hand, Driina",
Your words offer comfort,Your words offer comfort,
There are two corpses wrapped in linen before you,There are two corpses wrapped in linen before you,
Their graves have been dug but they still need to be filled in,Their graves have been dug but they still need to be filled in,
Examine corpses,Examine corpses,
The corpses are a man and a woman,The corpses are a man and a woman,
Perhaps they were once man and wife,Perhaps they were once man and wife,
They look well fed and there is no apparent cause of death,They look well-fed and there is no apparent cause of death,
Driina looks stoically at the pair,Driina looks stoically at the pair,
They are with the Emperors now,They are with the Emperors now,
Though I wonder what killed them,"Though, I wonder what killed them",
Investigate corpses more closely,Investigate corpses more closely,
Bury the corpses,Bury the corpses,
Place the corpses in their graves,Place the corpses in their graves,
They look well fed and there is no apperant cause of death,They look well-fed and there is no apparent cause of death,
Harvest meat from the corpses,Harvest meat from the corpses,
"As you look the corpses over, you notice that their abdomens seem distended beyond that of simple corpse gas","As you look the corpses over, you notice that their abdomens seem bloated, distended beyond simple corpse gas",
"You apprehensively poke at the swelling and to your horror, the mass begins to squirm and shift!","You apprehensively poke at the swelling and to your horror, the mass begins to squirm and shift!",
Hastily bury the corpses,Hastily bury the corpses,
Cut open the corpses,Cut open the corpses,
You examine the pair more closely but don't learn anything of interest,You examine the pair more closely but don't learn anything of interest,
You carve several large slabs of flesh from the well-fed corpses,You carve several large slabs of flesh from the well-fed corpses,
You cannot help but think about how hungry you are,You cannot help but think about how hungry you are,
Bury corpses and leave,Bury corpses and leave,
Driina looks at the man with a sad smile,Driina looks at the man with a sad smile,
The dead must be put in the ground lest disease run rampant,The dead must be put in the ground lest disease run rampant,
But take comfort: tending to the dead is holy work,But take comfort: tending to the dead is holy work,
You'll have earned the grace of the Golden Tomb,You'll have earned the grace of the Golden Tomb,
The man looks down in shame,The man looks down in shame,
It's just that it doesn't feel like it is all,It's just that it doesn't feel like it is all,
Driina says we need to bury the dead lest disease runs rampant and how it's holy work,"Driina says we need to bury the dead, lest disease runs rampant and how it's holy work",
You mentioned hounds?,You mentioned hounds?,
Have you lost your mind?,Have you lost your mind?,
I'd die before I'll let you deface these corpses!,I'd die before I'll let you deface these corpses!,
The camp needs food and these are more well fed than most!,The camp needs food and these are more well fed than most!,
Waht are you talking about?,What are you talking about?,
I'm sorry I don't know what came over me,I'm sorry I don't know what came over me,
The flesh of the dead is sacred!,The flesh of the dead is sacred!,
I'm oath-sworn to protect and care for it and necrophagia is among the foulest of sins!,I'm oath-sworn to protect and care for it and necrophagia is among the foulest of sins!,
We will feast on flesh!,We will feast on flesh!,
You reget is genunine,Your regret is genuine,
I forgive your transgression,I forgive your transgression,
It is this island - it turns our thoughs unsound,It is this island - it turns our thoughts unsound,
Let's just bury these wretches and be done with it,Let's just bury these wretches and be done with it,
Bury corpses,Bury corpses,
You have lost your mind!,You have lost your mind!,
It is just as well we meet our end here,It is just as well we meet our end here,
Driina charges at you!,Driina charges at you!,
You wipe the grime from your face as you finish the grim task,You wipe the grime from your face as you finish the grim task,
"Sadly, you suspect these are far from the last graves that will be made for the poor refugees of Horryn before this is over","Sadly, you suspect these are far from the last graves that will be made for the poor refugees of Horryn before this is over",
You place the corpses in their graves and quickly fill them in,You place the corpses in their graves and quickly fill them in,
It is hard work and the rugged widlerness around you looms threathningly,It is labour intensive work and the rugged wilderness around you looms threateningly,
"As you work, Driina stands above you, chanting","As you work, Driina stands above you, chanting",
Your words offer comfort to living and dead both,Your words offer comfort to living and dead both,
So many have died the last days without proper burial or recieving their Rites of Sepulcation,So many have died the last days without proper burial or receiving their Rites of Sepulcation,
I need to do this,I need to do this,
You finish the work in silence,You finish the work in silence,
Driina smiles slightly,Driina smiles slightly,
This offers me some small peace of mind,This offers me some small peace of mind,
The darkness of night is pressing in around you and as you prepare to leave you notice movement just past the edge of the darkness,The darkness of night is pressing in around you and as you prepare to leave you notice movement just past the edge of the darkness,
"Before you manage to call out, slavering horrors charge at you!","Before you manage to call out, slavering horrors charge at you!",
Haven't you seen 'em?,Haven't you seen 'em?,
Bloody monsters roam the hills in packs!,Bloody monsters roam the hills in packs!,
I ain't never seen hounds like these before,I ain't never seen hounds like these before,
Hulking and diseased-looking,Hulking and diseased-looking,
Come at night they do,"Come at night, they do",
Dig up the graves I dig and eat the dead right out of their very graves!,Dig up the graves I dug the night before and eat the dead right out of their very graves!,
Driina whispers a few words under her breath,Driina whispers a few words under her breath,
The dead?,The dead?,
In the distance a howl sounds and the man straightens up like some prey animal sensing a predator,In the distance a howl sounds and the man straightens up like some prey animal sensing a predator,
He briefly squints into the perpetual twilight that covers the island before grabbing his shovel and redoubling his efforts towards finishing his work,He briefly squints into the perpetual twilight that covers the island before grabbing his shovel and redoubling his efforts towards finishing his work,
Run back to camp - I'll finish the job,Run back to camp - I'll finish the job,
Well you better hurry up then,Well you better hurry up then,
You approach a man sweating profusely and caked in dirt,You approach a man sweating profusely and caked in dirt,
"He's hunched over and panting, seemingly winded from the hard work of digging graves","He's hunched over and panting, seemingly winded from the hard work of digging graves",
Who goes there!,Who goes there!,
The man jolts to hefting his shovel as a weapon,The man jolts to hefting his shovel as a weapon,
I'm not looking for trouble,I'm not looking for trouble,
Why so jumpy?,Why so jumpy?,
Why so jumpy he asks!,"Why so jumpy, he asks!",
"Well since you ask, I drew the short straw and it's fallen upon my wretched shoulders to bury the dead","Well since you ask, I drew the short straw and it's fallen upon my wretched shoulders to bury the dead",
He shoots Driina a sulking glance,He shoots Driina a sulking glance,
"And if I don't get back to it, I'll be food for the fell-hounds afore you know it!","And if I don't get back to it, I'll be food for the fell-hounds afore you know it!",
He looks around nervously,He looks around nervously,
Why so jumpy she asks!,Why so jumpy she asks!,
Fell-hounds?,Fell-hounds?,
The man looks at you with slight confusion then pushes his shovel into your hands,The man looks at you with slight confusion then pushes his shovel into your hands,
He thanks you profusely and runs back to camp,He thanks you profusely and runs back to camp,
Driina nods in approval,Driina nods in approval,
That was a good deed,"That was a good deed, indeed",
Get to work,Get to work,
The grave-digger looks up with a nervous look on his eyes,The gravedigger looks up with a nervous look on his eyes,
Let me help you,Allow me to help you,
The poor gravedigger looks at you with a grateful smile,The poor gravedigger looks at you with a grateful smile,
He seems to have made no attempt at removing some of the grime that covers him,He seems to have made no attempt at removing some of the grime that covers him,
No doubt he realizes he'll be back to work before long,No doubt he realises he'll be back to work before long,
#Chapter1IagoMessenger,#Chapter1IagoMessenger,
A man with leather-like skin covered in sailor’s tattoos approaches you,A man with leather-like skin covered in sailor’s tattoos approaches you,
Greetings m’lord,"Greetings, m’lord",
Greetings m’lady,"Greetings, m’lady",
"Name’s Donovan, ‘Dono’ for short and I’m here looking for someone a lot like you!","Name’s Donovan, simply ‘Dono’ for short; and I’m here looking for someone a lot like you!",
"Well, begging your pardon but you look less covered in shit than the rest of this lot and able to carry a blade m’lord","Well, begging your pardon but you look less covered in shit than the rest of this lot and able to carry a blade m’lord",
"Well, begging your pardon but you look less covered in shit than the rest of this lot and able to carry a blade m’lady","Well, begging your pardon but you look less covered in shit than the rest of this lot and able to carry a blade m’lady",
I serve on the vessel ‘Weathermaiden’ and I’m here on the orders of my first-mate Zhara,I serve on the vessel ‘Weathermaiden’ and I’m here on the orders of my first mate Zhara,
I've already talked to Zhara!,I've already talked to Zhara!,
"Dono offers a clumsy bow before making his way out of camp, heading north-west","Dono offers a clumsy bow before making his way out of camp, heading northwest",
The man blinks in relief,The man blinks in relief,
Well in that case it seems I’ve done my job exceptionally well!,Well in that case it seems I’ve done my job exceptionally well!,
May the Mother of Maelstroms guide you in finding Captain Iago!,May the Mother of Maelstroms guide you in finding Captain Iago!,
Better you talk to her yourself!,Better you talk to her yourself!,
We’re holed up in a large sea-cave west of here while the ‘maiden’ is undergoing repairs,We’re holed up in a large sea cave west of here while the ‘Maiden is undergoing repairs,
Zhara will be waiting for you there,Zhara will be waiting for you there,
"Here, I’ll show you on your map","Here, I’ll show you on your map",
Dono indicates the position 66 by 91 on your map of the Outer Isles,Dono indicates the position 66 by 91 on your map of the Outer Isles,
I must ask you do not delay,I must ask you do not delay,
#Chapter1Iben,#Chapter1Iben,
"The Reavers are fierce, but they are a poorly organized lot","The Reavers are fierce, but they are a poorly organised lot",
With a small troupe of hungry and fearful guardsmen I was able to fight my way to the square and slay many of their numbers,With a small troupe of hungry and fearful guardsmen I was able to fight my way to the square and slay many of their numbers,
"If this is a trap, I believe it to be a poorly laid one","If this is a trap, I believe it to be a poorly laid one",
And what did you have in mind?,And what did you have in mind?,
The situation inside the city is still unclear but what we do know is that the Reavers have formed factions,The situation inside the city is still unclear but what we do know is that the Reavers have formed factions,
"Though some are doubtlessly still rabid, others may be open to parlaying","Though some are doubtlessly still rabid, others may be open to parleying",
"If this is so, we might be able to use that to our advantage","If this is so, we might be able to use that to our advantage",
"In other words, we fight when we must but if we can use cunning instead I’m certain the Dead will favour us!","In other words, we fight when we must, but if we can use cunning instead I’m certain the Dead will favour us!",
Venture forth!,Venture forth!,
Now pay close attention!,Now pay close attention!,
Iben leans in intently,Iben leans in intently,
You’ll enter Horryn by the Fishermen’s Gate to the south east,You’ll enter Horryn by the Fishermen’s Gate to the southeast,
Once inside you must seek out each of the three Reaver chieftains and put an end to them one way or another,Once inside you must seek out each of the three Reaver chieftains and put an end to them one way or another,
We must be careful with a frontal assault,We must be careful with a frontal assault,
But I suspect there is little cohesion and much infighting among the Reavers,But I suspect there is little cohesion and much infighting among the Reavers,
Perhaps that can be used to our advantage?,Perhaps that can be used to our advantage?,
"As long as the Reavers hold the city and port, they will eventually starve us out","As long as the Reavers hold the city and port, they will eventually starve us out",
They were able to take it because they had surprise on their side!,They were able to take it because they had surprise on their side!,
And now: they rule by terror!,And now: they rule by terror!,
"So long as we sit here, fearful and hungry, they will eventually fall upon us!","So long as we sit here, fearful and hungry, they will eventually fall upon us!",
I say we shit on that!,I say we shit on that!,
I have a way into Horryn!,I have a way into Horryn!,
Let us venture forth and attempt to free her from these savages!,Let us venture forth and attempt to free her from these savages!,
"We have men and women here, willing and able to bear arms if called upon","We have men and women here, willing and able to bear arms if called upon",
"A small band of strong swords could slip in using the Fishermen’s Gate, sow chaos among the ranks of the Reavers and open the main gate from inside!","A small band of strong swords could slip in using the Fishermen’s Gate, sow chaos among the ranks of the Reavers and open the main gate from inside!",
"If this was done, I am certain we stand a chance at retaking the city!","If this was done, I am certain we stand a chance at retaking the city!",
How would we sow chaos?,How would we sow chaos?,
"From what we learned, the Reavers in the city have formed splinter groups around three chieftains","From what we learned, the Reavers in the city have formed splinter groups around three chieftains",
"Red Kala rules the docks, Oleg the Gray is holed up in the old Fisherman’s Lodge and someone they call ‘the Butcher’ holds his court on the steps of the temple","Red Kala rules the docks, Oleg the Grey is holed up in the old Fisherman’s Lodge and someone they call ‘the Butcher’ holds his court on the steps of the temple",
"While those three mad-men still draw breath, the Reavers are still a danger","While those three madmen still draw breath, the Reavers are still a danger",
We must put an end to them,We must put an end to them,
Either by force of arms or subterfuge,Either by force of arms or subterfuge,
I am certain a way may be found to pit the fools against each other,I am certain a way may be found to pit the fools against each other,
Iben’s eyes glimmer with lust for adventure,Iben’s eyes glimmer with lust for adventure,
Or is it bloodthirst?,Or is it bloodthirst?,
So what say ye?,"So, what say ye?",
Shall we make a tale worthy of the skalds?,Shall we make a tale worthy of the skalds?,
Let's do it!,Let's do it!,
I'll do it but we don't need company,"I'll do it, but we don't need company",
That the situation is dire but not hopeless,That the situation is dire but not hopeless,
"By chance or design, the Fishermen’s Gate to the south-east has been opened","By chance or design, the Fishermen’s Gate to the southeast has been opened",
My party and I were able to make it all the way to the square before we encountered reavers,My party and I were able to make it all the way to the square before we encountered Reavers,
"I lost men, but we cut their band down before we retreated","I lost men, but we cut their band down before we retreated",
"If we move fast, we may yet be able to take advantage of the gate!","If we move fast, we may yet be able to take advantage of the gate!",
That sounds like a trap!,That sounds like a trap!,
For the first time you notice the green-clad man lingering there,For the first time you notice the green-clad man lingering there,
He steps into the light as he takes a long drag from his pipe,He steps into the light as he takes a long drag from his pipe,
Get some food Markus,Get some food Markus,
You're no good to any of us if you starve yourself to death,You're no good to any of us if you starve yourself to death,
Soon enough old friend!,Soon enough old friend!,
"{PLAYER}, this is Iben","{PLAYER}, this is Iben",
He is a most useful individual and served the governor well before the calamities befell us,He is a most useful individual and served the governor well before the calamities befell us,
Iben’s eyes sparkle and as he puffs a ring of smoke a smile plays across his face,Iben’s eyes sparkle and as he puffs a ring of smoke a smile plays across his face,
It is good to see I’m not the only useful individual to be found in these times,It is good to see I’m not the only useful individual to be found in these times,
Iben takes another pull on his pipe as he studies you,Iben takes another pull on his pipe as he studies you,
The man’s skin is the texture of well-worn leather and his dark eyes have the keen-ness of a predator,The man’s skin is the texture of well-worn leather and his dark eyes have the keenness of a predator,
"More than anything, this man reminds you of some well-made tool","More than anything, this man reminds you of some well-made tool",
Or perhaps a weapon?,Or perhaps a weapon?,
"So, what did you learn in Horryn?","So, what did you learn in Horryn?",
The smell of cooking food fills the camp and mixes with the sounds of cheers and blessings coming from the ragged lot of starving refugees,The smell of cooking food fills the camp and mixes with the sounds of cheers and blessings coming from the ragged lot of starving refugees,
You enter the makeshift office of Markus to tell him the good news and find him agitatedly pacing back and forth,You enter the makeshift office of Markus to tell him the good news and find him agitatedly pacing back and forth,
"{PLAYER}, I heard the news!","{PLAYER}, I heard the news!",
That is amazing!,That is amazing!,
You’ve given us a fighting chance!,You’ve given us a fighting chance!,
And in the Emperor’s time it seems!,And in the Emperor’s time it seems!,
Iben here has returned from scouting the city and he comes bearing curious news,Iben here has returned from scouting the city and he comes bearing curious news,
"Iben, tell {PLAYER} what you just told me!","Iben, tell {PLAYER} what you just told me!",
The recent excitement has evidently taken more than expected out of the plump man and Markus slumps heavily into his chair,The recent excitement has evidently taken more than expected out of the plump man and Markus slumps heavily into his chair,
He gestures absent-mindedly to an unlit corner of the room as he catches his breath,He gestures absent-mindedly to an unlit corner of the room as he catches his breath,
That will also work!,That will also work!,
There is much to do here in camp to get those able to bear arms ready to storm the gate!,There is much to do here in camp to get those able to bear arms ready to storm the gate!,
I will lead them through once the signal is given and we will clasp hands over the corpses of our foes!,I will lead them through once the signal is given and we will clasp hands over the corpses of our foes!,
Then woe to those who stand against us!,Then woe to those who stand against us!,
Iben slaps Markus on the back so briskly that his hat flies off,Iben slaps Markus on the back so briskly that his hat flies off,
"As Markus recovers, he begins nervously poring over papers","As Markus recovers, he begins nervously leafing through papers",
I need to begin the mustering!,I need to begin the mustering!,
"They’ll also need supplies and arms for the civilians, and we need to prepare to receive more wounded!","They’ll also need supplies and arms for the civilians, and we need to prepare to receive more wounded!",
I best get to it!,I best get to it!,
Markus dips his quill in ink and starts scribbling,Markus dips his quill in ink and starts scribbling,
"Ask now, while you have the chance!","Ask now, while you have the chance!",
Could there still be survivors in the city?,Could there still be survivors in the city?,
How should we eliminate the Reaver chieftains?,How should we eliminate the Reaver chieftains?,
Is there a way to open the main gate?,Is there a way to open the main gate?,
Iben is humming a low tune as the thoughtfully chews his empty pipe when he notices you,Iben is humming a low tune as the thoughtfully chews his empty pipe when he notices you,
Ho there {PLAYER}!,"Ho there, {PLAYER}!",
What news?,What news?,
Shall we join forces?,Shall we join forces?,
We shall indeed!,We shall indeed!,
"I dare say, great deeds lie ahead of us","I dare say, great deeds lie ahead of us",
There are two gates in the city,There are two gates in the city,
"The main gate to the north and one to the south, leading to the harbor","The main gate to the north and one to the south, leading to the harbor",
Both are heavy portcullises and the only way to raise them is to find the nearby mechanism that operates them,Both are heavy portcullises and the only way to raise them is to find the nearby mechanism that operates them,
Survivors may be hiding in barricaded houses and perhaps cellars!,"Survivors may be hiding in barricaded houses, or hiding below ground in cellars!",
"What’s more, the city has a large sewer system and if I were trapped inside with Reavers at my heels, I would certainly consider finding shelter there!","What’s more, the city has a large sewer system and if I were trapped inside with Reavers at my heels, I would certainly consider finding shelter there!",
#Chapter1Maija,#Chapter1Maija,
I can't say I remember seeing her,I can't say I remember seeing her,
Doesn't mean I didn't - my emporium was always busy,Doesn't mean I didn't - my emporium was always busy,
"Frantzo, the camp cook, used to own the main inn - you'll find him near the stables - if anyone saw her, it'd be him","Frantzo, the camp cook, used to own the main inn - you'll find him near the stables. If anyone saw her, it'd be him",
I wish I could tell you,I wish I could tell you,
Things have felt queer on Idra for a while,Things have felt queer on Idra for a while,
Folks in Horryn started changing,Folks in Horryn started changing,
"People I'd known for years became mean, hard","People I'd known for years became hardened and untrusting; hostile, cruel, and selfisheven",
Violence and cruelty grew so common we stopped noticing it,Violence and cruelty grew so common we stopped noticing it,
"Just last week, my neighbour... her children","Just last week, my neighbour... her children",
Maija's voice falters and her eyes begin to glisten with tears,Maija's voice falters and her eyes begin to glisten with tears,
"A few days ago, I was out of town, taking supplies to one of the whaling vessels","A few days ago, I was out of town, taking supplies to one of the whaling vessels",
"On the way back, at sunset, I spotted a clutch of people, tearing towards us on foot from the outskirts of Horryn, covered in blood and shrieking","On the way back, at sunset, I spotted a clutch of people, tearing towards us on foot from the outskirts of Horryn, covered in blood and shrieking",
My mare was so spooked that she bolted and broke her leg in the halflight,My mare was so spooked that she bolted and broke her leg in the halflight,
Poor old Aga - I had to help her pass on,Poor old Aga - I had to help her pass on,
"When the townsfolk reached us, they regained their senses, and told us such terrible stories","When the townsfolk reached us, they regained their senses, and told us such terrible stories",
Stories of raving madmen rampaging across the town by night,Stories of raving madmen rampaging across the town by night,
"They...let's just say, not even children were spared","They– let's just say, not even children were spared",
But they didn't kill everyone - some were taken - to who knows where,But they didn't kill everyone - some were taken - to who knows where,
We heard screams on the wind for days afterwards,We heard screams on the wind for days afterwards,
It was clear there was no going back,It was clear there was no going back,
There was something else,There was something else,
Hope to see you soon,Hope to see you soon,
Stay safe,Stay safe,
The woman before you has the rugged and vital look of a life lived on the frontier,The woman before you has the rugged and vital look of a life lived on the frontier,
"Though her clothes are rich and tailor-made, she wades through ankle-deep mud with rolled up sleeves, hefting heavy crates of goods off a broken cart","Though her clothes are rich and tailor-made, she wades through ankle deep mud with rolled up sleeves, hefting heavy crates of goods off a broken cart",
Do you need help?,Do you need help?,
Do nothing,Do nothing,
Greetings!,Greetings!,
The woman spins around as you greet her,The woman spins around as you greet her,
What's this then?,"What's this, then?",
See a lady in distress and thought you'd lend a hand did you?,"See a lady in distress and thought you'd lend a hand, did you?",
The woman snaps at you,The woman snaps at you,
"By the Golden Dead, can't this bloody wait?","By the Golden Dead, can't this bloody wait?",
It's not like I'm open for business!,It's not like I'm open for business!,
she snaps at you,she snaps at you,
And then the poor lonely woman would owe you a debt of gratitude?,And then the poor lonely woman would owe you a debt of gratitude?,
Is that it?,Is that it?,
she snarls,she snarls,
I'm doing this by myself or not at all!,I'm doing this by myself or not at all!,
The woman notices you observing her,The woman notices you observing her,
Enjoying the show are we?,Enjoying the show, are we?,
Or are you just lame in the head?,Or are you just lame in the head?,
"In either case, come any closer and I'll have your balls!","In either case, come any closer and I'll have your balls!",
The woman snarls,The woman snarls,
"Are you daft, or drunk, girl?","Are you daft, or drunk, girl?",
Lend me a hand!,Lend me a hand!,
The woman hefts the crate back onto the cart with a sigh,The woman hefts the crate back onto the cart with a sigh,
"Forgive me, I'm not myself - there's not been much rest for me amid the chaos","Forgive me, I'm not myself - there's not been much rest for me amid the chaos",
All this jabbering about 'the end of all mankind!',All this jabbering about 'the end of all mankind!',
is starting to wear on me,is starting to wear on me,
"In any case, I am Maija","In any case, I am Maija",
I run - or ran - an emporium in Horryn,I run– or used to run an emporium in Horryn,
"But you are not from Horryn, are you?","But you are not from Horryn, are you?",
Maija's eyes light up with suspicion,Maija's eyes light up with suspicion,
"What brings you to Idra, hmm?","What brings you to Idra, hmm?",
I was heading for Horryn,I was heading for Horryn,
We were shipwrecked just off the coast,We were shipwrecked just off the coast,
A rescue mission,A rescue mission,
"I'll ask no more, but it seems my merchant's intuition was right","I'll ask no more, but it seems my merchant's intuition was right",
"Either way, we may yet be of help to one other","Either way, we may yet be of help to one other",
Maija hefts the last of her crates off the damaged cart and into her makeshift tent,Maija hefts the last of her crates off the damaged cart and into her makeshift tent,
And I still have a modest selection of wares with me,And I still have a modest selection of wares with me,
My tight-fisted husband - probably still clutching at pennies when the lights went out - saved all our money in a bank on the mainland,My tight-fisted husband - probably still clutching at pennies when the lights went out - saved all our money in a bank on the mainland,
The damn bank dealt only with him - I need to retrieve the letters of credit to have any chance of accessing the funds,The damn bank dealt only with him - I need to retrieve the letters of credit to have any chance of accessing the funds,
They should still be in whatever is left of our old store,They should still be in whatever is left of our old store,
I understand,I understand,
So?,So?,
What's it to be?,What's it to be?,
What have you got for sale?,What have you got for sale?,
Ask about work,Ask about work,
What happened in Horryn?,What happened in Horryn?,
I must be on my way,I must be on my way,
Maija,Maija,
Good to see you back!,Good to see you back!,
Only what I had with me when Horryn fell - but I'd be delighted to show you,Only what I had with me when Horryn fell - but I'd be delighted to show you,
They're still the same quality goods I'm known for!,They're still the same quality goods I'm known for!,
Show me!,Show me!,
#Chapter1Marsa,#Chapter1Marsa,
You and Marsa face each other and you can help but feel a little out of place as you engage in the clapping game with the small girl,You and Marsa face each other and you can help but feel a little out of place as you engage in the clapping game with the small girl,
Right,Right,
Left,Left,
Both,Both,
Skip,Skip,
I don't have time for this!,I don't have time for this!,
Great!,Great!,
And now?,And now?,
Keep the rythm!,Keep the rhythm!,
Almost there!,Almost there!,
Aaaand...?,Aaaand...?,
Marsa rolls her eyes,Marsa rolls her eyes,
Frogger says you're not very good at this,Frogger says you're not very good at this,
"The movements are 'left, left, both, right, both, skip'!","The movements are 'left, left; both; right, both; skip'!",
Let my try again!,Let me try again!,
I guess I'm too old for games,I guess I'm too old for games,
It's a rhyme!,It's a rhyme!,
All the kids in my street play it - or at least we used to I guess,All the kids in my street play it - or at least we used to I guess,
She hesitates for a moment before proceeding with renewed vigor,She hesitates for a moment before proceeding with renewed vigor,
Let's try them first and then we can add the words!,Let's try them first and then we can add the words!,
Let's try!,Let's try!,
You did it!,You did it!,
Now let's add in the words!,Now let's add in the words!,
Just say them after me!,Just say them after me!,
You and Marsa proceed to repeat the pattern - this time the girl begins to recite a rhyme,You and Marsa proceed to repeat the pattern - this time the girl begins to recite a rhyme,
Hurry!,Hurry!,
He doesn't like to be alone - he's afraid of the hounds!,He doesn't like to be alone - he's afraid of the hounds!,
Marsa,Marsa,
The child is ragged and muddy and crying in great big sobs,The child is ragged and muddy and crying in great big sobs,
"As you approach, she wipes her nose and looks up at you, her eyes widening somewhat at the sight of Roland","As you approach, she wipes her nose and looks up at you, her eyes widening somewhat at the sight of Roland",
Hrm,Hrm,
I'd prefer we just got on with our work,I'd prefer we just got on with our work,
Roland grunts,Roland grunts,
"As you approach, she wipes her nose and looks up at youwith teary eyes","As you approach, she wipes her nose and looks up at you with teary eyes",
What's wrong?,What's wrong?,
Marsa looks up at you,Marsa looks up at you,
Did you find him?,Did you find him?,
Did you find Froggert?,Did you find my Froggert?,
Is this the reptilian rascal?,Is this the reptilian rascal?,
Give her the stuffed animal,Give her the stuffed animal,
I'm still looking,I'm still looking,
Despite the squalor surrounding the girl she's now smiling from ear to ear,Despite the squalor surrounding the girl she's now smiling from ear to ear,
Froggert is glad to be back!,Froggert says he's glad to be back!,
"Hey, do you want to play a game?","Hey, do you want to play a game?",
Alright!,Alright!,
Not right now,Not right now,
leave,leave,
Froggert!,"Ah, Froggert!",
the girl snatches the stuffed animal from you and showers it with hugs and kisses,the girl snatches the stuffed animal from you and showers it with hugs and kisses,
"She then turns towards you, but instead of giving you a hug, she dashes past you and throws her arms around Roland's waist","She then turns towards you, but instead of giving you a hug, she dashes past you and throws her arms around Roland's waist",
The old warrior looks startled at the sudden show of affection,The old warrior looks startled and a little unsure of how to act at the sudden show of affection,
"Alright girl, you've had your frog back - there's proper work to be done now","Alright girl, you've had your frog back - there's proper work to be done now",
The girl steps back,The girl steps back,
Froggert says thank you!,Froggert says thank you!,
"She then turns towards you, and throws her arms around your waist","She then turns towards you, and throws her arms around your waist",
Glad to help!,Glad to help!,
